2017-07-11 14:28:51,347 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1e88b3c: startup date [Tue Jul 11 14:28:51 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-19 18:17:22,000 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-19 18:17:23,118 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-19 18:17:23,264 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-19 18:17:23,882 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 09:13:25,062 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 09:13:25 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 09:13:28,148 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 09:13:28,223 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:13:30,045 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:13:30,298 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:13:30,637 | INFO  | Recovery replayed 4159 operations from the journal in 0.541 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:13:30,911 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49509-1508458410711-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:13:31,245 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:13:31,249 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:31,272 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:13:31,275 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:31,282 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:13:31,286 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:31,294 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:13:31,314 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:31,951 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 09:13:31,953 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:31,965 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49509-1508458410711-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:13:31,967 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:13:35,713 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 09:13:36,254 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 09:13:38,112 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 09:13:52,242 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 09:13:52 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 09:13:56,281 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 09:13:56,330 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:13:58,401 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:13:58,478 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:13:59,050 | INFO  | Recovery replayed 4163 operations from the journal in 0.616 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:13:59,251 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49519-1508458439095-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:13:59,463 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:13:59,464 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:59,477 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:13:59,479 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:59,492 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:13:59,494 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:59,505 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:13:59,507 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:59,873 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 09:13:59,876 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:13:59,878 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49519-1508458439095-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:13:59,883 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:14:03,520 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 09:14:03,710 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 09:14:04,665 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 09:14:57,053 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 09:14:57 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 09:15:00,447 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 09:15:00,498 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:15:02,360 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:15:02,436 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:15:02,999 | INFO  | Recovery replayed 4166 operations from the journal in 0.612 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:15:03,201 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49535-1508458503036-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:15:03,326 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:15:03,329 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:15:03,337 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:15:03,350 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:15:03,358 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:15:03,365 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:15:03,372 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:15:03,375 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:15:03,823 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 09:15:03,829 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:15:03,832 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49535-1508458503036-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:15:03,835 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:15:07,706 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 09:15:07,893 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 09:15:10,006 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 09:16:11,690 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 09:16:11 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 09:16:13,816 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 09:16:13,856 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:16:15,488 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:16:15,558 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:16:16,012 | INFO  | Recovery replayed 4169 operations from the journal in 0.484 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:16:16,202 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49551-1508458576052-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:16:16,302 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:16:16,302 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:16:16,312 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:16:16,312 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:16:16,326 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:16:16,329 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:16:16,336 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:16:16,340 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:16:17,068 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 09:16:17,068 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:16:17,068 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49551-1508458576052-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:16:17,068 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:16:18,539 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 09:16:18,642 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 09:16:19,063 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 09:32:23,118 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 09:32:23 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 09:32:25,023 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 09:32:25,063 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:32:26,739 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:32:26,809 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:32:27,271 | INFO  | Recovery replayed 4180 operations from the journal in 0.492 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:32:27,461 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49687-1508459547301-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:32:27,594 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:32:27,595 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:32:27,606 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:32:27,609 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:32:27,629 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:32:27,630 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:32:27,655 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:32:27,675 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:32:27,976 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 09:32:27,977 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:32:27,979 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49687-1508459547301-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:32:27,980 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:32:28,952 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 09:32:29,062 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 09:32:29,542 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 09:34:57,257 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 09:34:57 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 09:34:58,909 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 09:34:58,947 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:35:00,672 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:35:00,779 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:35:01,246 | INFO  | Recovery replayed 4188 operations from the journal in 0.544 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:35:01,448 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49706-1508459701296-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:35:01,580 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:35:01,580 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:35:01,590 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:35:01,590 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:35:01,600 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:35:01,600 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:35:01,610 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:35:01,620 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:35:01,847 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 09:35:01,852 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:35:01,854 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49706-1508459701296-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:35:01,856 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:35:03,093 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 09:35:03,202 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 09:35:03,738 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 09:39:15,064 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 09:39:15 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 09:39:16,948 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 09:39:16,988 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:39:18,734 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:39:18,824 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:39:19,268 | INFO  | Recovery replayed 4200 operations from the journal in 0.504 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:39:19,448 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49895-1508459959308-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:39:19,574 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:39:19,577 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:39:19,590 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:39:19,593 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:39:19,601 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:39:19,603 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:39:19,610 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:39:19,610 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:39:19,862 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 09:39:19,868 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:39:19,870 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49895-1508459959308-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:39:19,871 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:39:20,950 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 09:39:21,072 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 09:39:21,560 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 09:43:40,152 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 09:43:40 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 09:43:42,317 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 09:43:42,347 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:43:44,015 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:43:44,117 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:43:44,587 | INFO  | Recovery replayed 4208 operations from the journal in 0.542 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 09:43:44,777 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49948-1508460224627-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:43:44,867 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:43:44,877 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:43:44,887 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:43:44,887 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:43:44,897 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:43:44,897 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:43:44,907 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 09:43:44,917 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:43:45,173 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 09:43:45,182 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 09:43:45,203 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-49948-1508460224627-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:43:45,205 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 09:43:46,541 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
